"exerciseId","name","equipments","bodyParts","exerciseType","targetMuscles","secondaryMuscles","keywords","overview","instructions","exerciseTips","variations","relatedExerciseIds","source"
"cHctsRk","Butterfly Narrow Grip","[]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","The movement is the same as with a regular butterfly, only that the grip is narrow: Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. T","[""The movement is the same as with a regular butterfly, only that the grip is narrow: Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.""]","[]","[]","[]","wger"
"Yk5LDnv","Ball crunches","[]","[""Abs""]","weight_reps","[]","[]","[]","","[]","[]","[]","[]","wger"
"xcEwKlt","Butterfly","[]","[""Chest""]","weight_reps","[""Chest""]","[""Shoulders""]","[]","Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.","[""Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.""]","[]","[]","[]","wger"
"e5xEJr5","Crunches on Machine","[]","[""Abs""]","weight_reps","[""Abs""]","[]","[]","The procedure is very similar as for regular crunches, only with the additional weight of the machine. Sit on the machine, put both feet firmly on the ground. Grab the to the weights, cables, etc. and do a rolling motion forwards (the spine should ideally lose touch vertebra by vertebra). Slowly ret","[""The procedure is very similar as for regular crunches, only with the additional weight of the machine. Sit on the machine, put both feet firmly on the ground. Grab the to the weights, cables, etc. and do a rolling motion forwards (the spine should ideally lose touch vertebra by vertebra). Slowly return to the starting position.""]","[]","[]","[]","wger"
"rnnhmCu","Burpees","[]","[""Chest""]","weight_reps","[]","[]","[]","Jump, lay down on your chest, do a pushup then jump, repeat","[""Jump, lay down on your chest, do a pushup then jump, repeat""]","[]","[]","[]","wger"
"tDLXxvC","Incline Crunches","[""Incline bench""]","[""Abs""]","weight_reps","[""Abs""]","[]","[]","Lay down on your back on a inclined bench, feet are on one end of the bench. Ask a partner or use some other help (barbell, etc.) to keep them fixed, your hands are behind your head. From this position move your upper body up till your head or elbows touch your knees. Do this movement by rolling up ","[""Lay down on your back on a inclined bench, feet are on one end of the bench. Ask a partner or use some other help (barbell, etc.) to keep them fixed, your hands are behind your head. From this position move your upper body up till your head or elbows touch your knees. Do this movement by rolling up your back.""]","[]","[]","[]","wger"
"1trKAZ8","Butterfly Reverse","[]","[""Shoulders""]","weight_reps","[""Shoulders""]","[]","[]","","[]","[]","[]","[]","wger"
"ESflis9","Crunches","[""Bodyweight"", ""Gym mat""]","[""Abdominals"", ""Abs""]","weight_reps","[""Abdominals"", ""Abs""]","[""Serratus anterior""]","[""Bodyweight"", ""Crunches""]","Lay down on your back a soft surface, the feet are on the floor. Ask a partner or use some other help (barbell, etc.) to keep them fixed, your hands are behind your head. From this position move your upper body up till your head or elbows touch your knees. Do this movement by rolling up your back.","[""Draw your belly into the base of your spine to engage the muscles, then raise your head and shoulders off the floor. Return to starting position and repeat."", ""Lay down on your back a soft surface, the feet are on the floor. Ask a partner or use some other help (barbell, etc.) to keep them fixed, your hands are behind your head. From this position move your upper body up till your head or elbows touch your knees. Do this movement by rolling up your back."", ""Lay flat on your back with your knees bent and your feet flat on the ground, about a foot from your lower back."", ""Place your fingertips on your temples with your palms facing out.""]","[]","[]","[]","wger,musclewiki"
"2iZ22rF","Crunches With Legs Up","[]","[""Abs""]","weight_reps","[""Abs""]","[""Obliquus externus abdominis""]","[]","On your back, legs extended straight up, reach toward your toes with your hands and lift your shoulder blades off the ground and back.","[""On your back, legs extended straight up, reach toward your toes with your hands and lift your shoulder blades off the ground and back.""]","[]","[]","[]","wger"
"iW03vhh","Chest Press","[]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","","[]","[]","[]","[]","wger"
"YEHaaqa","Cross-Bench Dumbbell Pullovers","[""Dumbbell""]","[""Chest""]","weight_reps","[""Lats"", ""Chest"", ""Serratus anterior""]","[]","[]","Grasp a moderately weighted dumbbell so your palms are flat against the underside of the top plates and your thumbs are around the bar. Lie on your back across a flat bench so only your upper back and shoulders are in contact with the bench. Your feet should be set about shoulder-width apart and you","[""Grasp a moderately weighted dumbbell so your palms are flat against the underside of the top plates and your thumbs are around the bar. Lie on your back across a flat bench so only your upper back and shoulders are in contact with the bench. Your feet should be set about shoulder-width apart and your head should hang slightly downward. With the dumbbell supported at arm's length directly about your chest, bend your arms about 15 degrees and keep them bent throughout the movement. Slowly lower the dumbbell backward and downward in a semicircle arc to as low a position as is comfortably possible. Raise it slowly back along the same arc to the starting point, and repeat for the required number of repetitions.""]","[]","[]","[]","wger"
"uyiZTEn","Deadhang","[]","[""Arms""]","weight_reps","[]","[]","[]","Deadhang performed on an edge either with or without added weight (adujst edge or weight to adjust difficulty)","[""Deadhang performed on an edge either with or without added weight (adujst edge or weight to adjust difficulty)""]","[]","[]","[]","wger"
"2243SZs","Cycling","[""none (bodyweight exercise)""]","[""Cardio""]","cardio","[""Obliquus externus abdominis"", ""Trapezius""]","[""Hamstrings"", ""Brachialis"", ""Glutes"", ""Lats"", ""Quads""]","[]","Cycling, also called bicycling or biking, is the use of bicycles for transport, recreation, exercise or sport. People engaged in cycling are referred to as cyclists, bicyclists, or bikers. Apart from two-wheeled bicycles, cycling also includes the riding of unicycles, tricycles, quadracycles, recumb","[""Cycling, also called bicycling or biking, is the use of bicycles for transport, recreation, exercise or sport. People engaged in cycling are referred to as cyclists, bicyclists, or bikers. Apart from two-wheeled bicycles, cycling also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles.""]","[]","[]","[]","wger"
"qzadV2w","Cable Woodchoppers","[]","[""Abs""]","weight_reps","[""Obliquus externus abdominis""]","[]","[]","Set cable pulley slightly lower than chest height. Keep body facing forward with hips stable. Grab the pulley handle, fully extend your arms and bring your arms forward and across your body. Hold for 1 second at the end of the movement and slowly return to starting position.","[""Set cable pulley slightly lower than chest height. Keep body facing forward with hips stable. Grab the pulley handle, fully extend your arms and bring your arms forward and across your body. Hold for 1 second at the end of the movement and slowly return to starting position.""]","[]","[]","[]","wger"
"qu0tsij","Deadbug","[]","[""Abs""]","weight_reps","[]","[]","[]","[[https://fitnessprogramer.com/exercise/dead-bug/]]Lie on your back, with your hips and knees bent to 90°. Raise both arms toward the ceiling. Pull your lower back to the floor to eliminate the gap. Start by pressing one leg out, and tapping the heel to the floor. ""As you extend one leg, exhale as m","[""[[https://fitnessprogramer.com/exercise/dead-bug/]]Lie on your back, with your hips and knees bent to 90\u00b0. Raise both arms toward the ceiling. Pull your lower back to the floor to eliminate the gap. Start by pressing one leg out, and tapping the heel to the floor. \""As you extend one leg, exhale as much as you can, keeping your lower back glued to the floor,\"" Dunham says. When you can\u2019t exhale any more, pull your knee back to the starting position. Make this more difficult by holding weight in your hands, or by lowering opposite arm and leg.""]","[]","[]","[]","wger"
"BtZft9L","Chin Up","[""Pull-up bar""]","[""Back""]","weight_reps","[]","[]","[]","The chin-up (also known as a chin or chinup) is a strength training exercise. People frequently do this exercise with the intention of strengthening muscles such as the latissimus dorsi and biceps, which extend the shoulder and flex the elbow, respectively. In this maneuver, the palms are faced towa","[""The chin-up (also known as a chin or chinup) is a strength training exercise. People frequently do this exercise with the intention of strengthening muscles such as the latissimus dorsi and biceps, which extend the shoulder and flex the elbow, respectively. In this maneuver, the palms are faced towards the body. It is a form of pull-up in which the range of motion is established in relation to a person's chin.""]","[]","[]","[]","wger"
"A3cxNMS","Deficit Deadlift","[""Barbell""]","[""Back""]","weight_reps","[]","[""Hamstrings"", ""Glutes"", ""Lats"", ""Abs"", ""Soleus""]","[]","Preparation Stand on weight plate, bumper plate, or shallow elevated platform with loaded bar above feet. Squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip. Execution Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rou","[""Preparation Stand on weight plate, bumper plate, or shallow elevated platform with loaded bar above feet. Squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip. Execution Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Repeat. Comments Throughout lift, keep hips low, shoulders high, arms and back straight. Knees should point same direction as feet throughout movement. Keep bar close to body to improve mechanical leverage. Grip strength and strength endurance often limit ability to perform multiple reps at heavy resistances. Gym chalk, wrist straps, grip work, and mixed grip can be used to enhance grip. Mixed grip indicates one hand holding with overhand grip and other hand holding with underhand grip. Lever barbell jack can be used to lift barbell from floor for easier loading and unloading of weight plates. Barbell Deficit Deadlift emphasizes building strength through lowest portion of Deadlift. Target muscle is exercised isometrically. Heavy barbell deadlifts significantly engages Latissmus Dorsi. See Barbell Deficit Deadlift under Gluteus Maximus. Also see Deadlift Analysis.""]","[]","[]","[]","wger"
"DqYwLQW","Flutter Kicks","[]","[""Abs""]","weight_reps","[""Obliquus externus abdominis"", ""Abs""]","[]","[]","-Laying on the back, lift your straightened legs from the ground at a 45 degree angle. -As your Left foot travels downward and nearly touches the floor, your Right foot should seek to reach a 90 degree angle, or as close to one as possible. -Bring your R foot down until it nearly touches the floor, ","[""-Laying on the back, lift your straightened legs from the ground at a 45 degree angle. -As your Left foot travels downward and nearly touches the floor, your Right foot should seek to reach a 90 degree angle, or as close to one as possible. -Bring your R foot down until it nearly touches the floor, and bring your L foot upwards. Maintain leg rigidity throughout the exercise. Your head should stay off the ground, supported by tightened upper abdominals. -(L up R down, L down R up, x2) ^v, v^, ^v, v^ = 1 rep -Primarily works the Rectus Abdominus, the hip flexors and the lower back. Secondarily works the Obliques. Emphasis placed on the lower quadrant of the abs.""]","[]","[]","[]","wger"
"jgeq1Oc","Deadlifts","[""Barbell""]","[""Back""]","weight_reps","[""Lats""]","[""Glutes""]","[]","Stand firmly, with your feet slightly more than shoulder wide apart. Stand directly behind the bar where it should barely touch your shin, your feet pointing a bit out. Bend down with a straight back, the knees also pointing somewhat out. Grab the bar with a shoulder wide grip, one underhand, one re","[""Stand firmly, with your feet slightly more than shoulder wide apart. Stand directly behind the bar where it should barely touch your shin, your feet pointing a bit out. Bend down with a straight back, the knees also pointing somewhat out. Grab the bar with a shoulder wide grip, one underhand, one reverse grip. Pull the weight up. At the highest point make a slight hollow back and pull the bar back. Hold 1 or 2 seconds that position. Go down, making sure the back is not bent. Once down you can either go back again as soon as the weights touch the floor, or make a pause, depending on the weight.""]","[]","[]","[]","wger"
"XutN0OX","Facepull","[]","[""Shoulders""]","weight_reps","[""Trapezius""]","[]","[]","Attach a rope to a pulley station set at about chest level. Step back so you're supporting the weight with arms completely outstretched and assume a staggered (one foot forward) stance. Bend the knees slightly for a stable base. Retract the scapulae (squeeze your partner's finger with your shoulder ","[""Attach a rope to a pulley station set at about chest level. Step back so you're supporting the weight with arms completely outstretched and assume a staggered (one foot forward) stance. Bend the knees slightly for a stable base. Retract the scapulae (squeeze your partner's finger with your shoulder blades) and pull the center of the rope slightly up towards the face. A good cue is to think about pulling the ends of the rope apart, not just pulling back. As you near your face, externally rotate so your knuckles are facing the ceiling. Hold for one second at the top position and slowly lower.""]","[]","[]","[]","wger"
"vtIjqu7","Diagonal Shoulder Press","[""Bench""]","[""Shoulders""]","weight_reps","[]","[]","[]","You sit at the bench press device, back slightly tilted to the back. The bar should be about 20 cm in front of you. Then you push the bar and take it back again, as you would with a bench press. In this position you strain your chest muscles a lot less, which is nice if you want to train, but your c","[""You sit at the bench press device, back slightly tilted to the back. The bar should be about 20 cm in front of you. Then you push the bar and take it back again, as you would with a bench press. In this position you strain your chest muscles a lot less, which is nice if you want to train, but your chest hasn't recovered yet. Here's a link to a girl on a machine specialized for this exercise, to give a better description than my failing words above. http://www.schnell-online.de/db_imgs/products/img/t-80400.jpg""]","[]","[]","[]","wger"
"h8q6yMe","Dumbbell Goblet Squat","[""Dumbbell"", ""Dumbbells""]","[""Legs"", ""Quads""]","weight_reps","[""Quads""]","[""Glutes""]","[""Dumbbell Goblet Squat"", ""Dumbbells""]","Grasp dumbbell with both hands at the sides of the upper plates. Hold dumbbell in front of chest, close to torso. Place feet about shoulderwide apart, keep knees slightly bent. Squat down until thighs are parallel to floor. Keep back straight, bend and move hips backward to keep knees above feet. Re","[""Grasp dumbbell with both hands at the sides of the upper plates. Hold dumbbell in front of chest, close to torso. Place feet about shoulderwide apart, keep knees slightly bent. Squat down until thighs are parallel to floor. Keep back straight, bend and move hips backward to keep knees above feet. Return, keep knees slightly flexed. Repeat. Keep bodyweight on heels and look ahead or slightly above to keep back straight."", ""Hold the weight tucked into your upper chest area, keeping your elbows in. Your feet should be slightly wider than shoulder width."", ""Push through your heels while keeping your chest up and return to starting position."", ""Sink down into the squat, keeping your elbows inside the track of your knees.""]","[]","[]","[]","wger,musclewiki"
"LGBSWCv","Decline Bench Press Barbell","[""Barbell""]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","Lay down on a decline bench, the bar should be directly above your eyes, the knees are somewhat angled and the feet are firmly on the floor. Concentrate, breath deeply and grab the bar more than shoulder wide. Bring it slowly down till it briefly touches your chest at the height of your nipples. Pus","[""Lay down on a decline bench, the bar should be directly above your eyes, the knees are somewhat angled and the feet are firmly on the floor. Concentrate, breath deeply and grab the bar more than shoulder wide. Bring it slowly down till it briefly touches your chest at the height of your nipples. Push the bar up.""]","[]","[]","[]","wger"
"ovXTcri","Decline Bench Press Dumbbell","[""Dumbbell""]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","Take two dumbbells and sit on a decline bench, the feet are firmly on the floor, the head is resting the bench. Hold the weights next to the chest, at the height of your nipples and press them up till the arms are stretched. Let the weight slowly and controlled down.","[""Take two dumbbells and sit on a decline bench, the feet are firmly on the floor, the head is resting the bench. Hold the weights next to the chest, at the height of your nipples and press them up till the arms are stretched. Let the weight slowly and controlled down.""]","[]","[]","[]","wger"
"AbAUvRf","Dumbbell Lunges Standing","[""Dumbbell""]","[""Legs""]","weight_reps","[""Quads""]","[""Glutes""]","[]",".","["".""]","[]","[]","[]","wger"
"jSL6uPG","Reverse EZ Bar Cable Curls","[""SZ-Bar""]","[""Arms""]","weight_reps","[""Biceps""]","[]","[]","Standing in front of cable tower using a SZ Bar","[""Standing in front of cable tower using a SZ Bar""]","[]","[]","[]","wger"
"ssumjDm","Machine chest fly","[]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","seated machine, straight back, slow exercise","[""seated machine, straight back, slow exercise""]","[]","[]","[]","wger"
"OvOqDMJ","Decline Pushups","[""none (bodyweight exercise)""]","[""Chest""]","bodyweight","[""Chest""]","[""Shoulders""]","[]","With your feet raised approximately 30cm on a platform, align your shoulders, elbows and hands, then perform regular pushups. This emphasises the clavicular fibers of the pectoralis major.","[""With your feet raised approximately 30cm on a platform, align your shoulders, elbows and hands, then perform regular pushups. This emphasises the clavicular fibers of the pectoralis major.""]","[]","[]","[]","wger"
"obDbO38","Fly With Cable","[]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","","[]","[]","[]","[]","wger"
"Qq9MDgx","Dumbbell Lunges Walking","[""Dumbbell""]","[""Legs""]","weight_reps","[""Quads""]","[""Glutes""]","[]","Take two dumbbells in your hands, stand straight, feet about shoulder wide. Take one long step so that the front knee is approximately forming a right angle. The back leg is streched, the knee is low but doesn't touch the ground. ""Complete"" the step by standing up and repeat the movement with the ot","[""Take two dumbbells in your hands, stand straight, feet about shoulder wide. Take one long step so that the front knee is approximately forming a right angle. The back leg is streched, the knee is low but doesn't touch the ground. \""Complete\"" the step by standing up and repeat the movement with the other leg.""]","[]","[]","[]","wger"
"1wynd9p","Fly With Dumbbells, Decline Bench","[""Dumbbell""]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","The exercise is the same as with a regular bench: Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them dow","[""The exercise is the same as with a regular bench: Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up.""]","[]","[]","[]","wger"
"yuvcfwE","Fly With Dumbbells","[""Dumbbell""]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without","[""Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up.""]","[]","[]","[]","wger"
"U8EGdgw","Dumbbell Incline Curl","[""Dumbbell""]","[""Arms""]","weight_reps","[""Biceps""]","[""Brachialis""]","[]","With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.","[""With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.""]","[]","[]","[]","wger"
"8LCS6so","Dumbbell Triceps Extension","[""Dumbbell""]","[""Arms""]","weight_reps","[""Triceps""]","[""Shoulders"", ""Chest""]","[]","Position one dumbbell over head with both hands under inner plate (heart shaped grip). With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. R","[""Position one dumbbell over head with both hands under inner plate (heart shaped grip). With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.""]","[]","[]","[]","wger"
"myC9zVc","Dips","[""Bodyweight"", ""none (bodyweight exercise)""]","[""Chest""]","bodyweight","[""Chest"", ""Triceps""]","[""Triceps""]","[""Bodyweight"", ""Dips""]","A dip is an upper-body strength exercise. Narrow, shoulder-width dips primarily train the triceps, with major synergists being the anterior deltoid, the pectoralis muscles (sternal, clavicular, and minor), and the rhomboid muscles of the back (in that order).[1] Wide arm training places additional e","[""A dip is an upper-body strength exercise. Narrow, shoulder-width dips primarily train the triceps, with major synergists being the anterior deltoid, the pectoralis muscles (sternal, clavicular, and minor), and the rhomboid muscles of the back (in that order).[1] Wide arm training places additional emphasis on the pectoral muscles, similar in respect to the way a wide grip bench press would focus more on the pectorals and less on the triceps."", ""Hold your body with arms locked above the equipment"", ""Lower your body slowly while leaning forward, flare out your elbows"", ""Raise your body above the bars until your arms are locked.""]","[]","[]","[]","wger,musclewiki"
"tPFjPrD","Dips Between Two Benches","[""Bench""]","[""Arms""]","weight_reps","[""Triceps""]","[]","[]","Put two benches so far appart, that you can hold onto one with your hands and are just able to reach the other with your feet. The legs stay during the exercise completely stretched. With your elbows facing back, bend them as much as you can. Push yourself up, but don't stretch out the arms.","[""Put two benches so far appart, that you can hold onto one with your hands and are just able to reach the other with your feet. The legs stay during the exercise completely stretched. With your elbows facing back, bend them as much as you can. Push yourself up, but don't stretch out the arms.""]","[]","[]","[]","wger"
"9VDUw0o","Dumbbells on Scott Machine","[]","[""Arms""]","weight_reps","[""Biceps""]","[]","[]","","[]","[]","[]","[]","wger"
"cAbcYw2","Front Raises with Plates","[]","[""Shoulders""]","weight_reps","[""Shoulders"", ""Trapezius""]","[]","[]","","[]","[]","[]","[]","wger"
"gu3hzFY","Hanging Leg Raises","[""Pull-up bar""]","[""Abs""]","weight_reps","[""Abs""]","[]","[]","Hanging from bar or straps, bring legs up with knees extended or flexed","[""Hanging from bar or straps, bring legs up with knees extended or flexed""]","[]","[]","[]","wger"
"mdjRayz","Front Raises","[""Barbell"", ""Dumbbell""]","[""Shoulders""]","weight_reps","[""Shoulders""]","[]","[]","To execute the exercise, the lifter stands with their feet shoulder width apart and weights or resistance handles held by their side with a pronated (overhand) grip. The movement is to bring the arms up in front of the body to eye level and with only a slight bend in the elbow. This isolates the ant","[""To execute the exercise, the lifter stands with their feet shoulder width apart and weights or resistance handles held by their side with a pronated (overhand) grip. The movement is to bring the arms up in front of the body to eye level and with only a slight bend in the elbow. This isolates the anterior deltoid muscle (front of the shoulder) and uses the anterior deltoid to lift the weight. When lifting it is important to keep the body still so the anterior deltoid is fully utilised; if the weight cannot be lifted by standing still then it is too heavy and a lower weight is needed. It is important to keep a slight bend in the elbow when lifting as keeping the elbow locked will add stress to the elbow joint and could cause injury. A neutral grip, similar to that used in the hammer curl, can also be used. With this variation the weight is again raised to eye level, but out to a 45 degree angle from the front of the body. This may be beneficial for those with shoulder injuries, particularly those related to the rotator cuff.""]","[]","[]","[]","wger"
"thY5RnC","Hyperextensions","[]","[""Back""]","weight_reps","[""Trapezius""]","[]","[]","Lie on the hyperextension pillow with your navel at the front edge, allowing your upper body to hang freely. Tighten all your back muscles and raise your torso until you're horizontal, but no higher. Lower yourself slowly, maintaining a steady flow of muscles.","[""Lie on the hyperextension pillow with your navel at the front edge, allowing your upper body to hang freely. Tighten all your back muscles and raise your torso until you're horizontal, but no higher. Lower yourself slowly, maintaining a steady flow of muscles.""]","[]","[]","[]","wger"
"UiBu1x7","Hindu Squats","[]","[""Legs""]","weight_reps","[""Quads""]","[""Glutes""]","[]","Start with your feet shoulder width apart and arms slightly behind your back. As you descend towards the floor, raise your heels off the ground, while keeping your back as vertical as possible. Upon attaining the bottom position, touch the hands to the heels. Then stand up ending with the heels on t","[""Start with your feet shoulder width apart and arms slightly behind your back. As you descend towards the floor, raise your heels off the ground, while keeping your back as vertical as possible. Upon attaining the bottom position, touch the hands to the heels. Then stand up ending with the heels on the ground, arms extended in front of the chest then rowing into the start position.""]","[]","[]","[]","wger"
"D0UuqE6","Front Squats","[""Barbell""]","[""Legs""]","weight_reps","[""Glutes""]","[""Abs""]","[]","This variation of the squat trains the hamstrings and gluteus maximus. It also works the back extensors and abductors.","[""This variation of the squat trains the hamstrings and gluteus maximus. It also works the back extensors and abductors.""]","[]","[]","[]","wger"
"tOH4Omb","High Knee Jumps","[]","[""Cardio""]","cardio","[""Hamstrings"", ""Calves"", ""Quads"", ""Soleus""]","[""Obliquus externus abdominis"", ""Abs"", ""Serratus anterior""]","[]","-Start with legs slightly wider than shoulder width -Drop into a bodyweight squat -As you hit the bottom of the squat, explode upwards into a jump while simultaneously tucking your knees into your chest midflight. Remain tucked until the apex of your jump. -Land on both feet, making sure your knees ","[""-Start with legs slightly wider than shoulder width -Drop into a bodyweight squat -As you hit the bottom of the squat, explode upwards into a jump while simultaneously tucking your knees into your chest midflight. Remain tucked until the apex of your jump. -Land on both feet, making sure your knees are not locked so as to avoid excessive strain upon your joints. Collect yourself into the next rep as quickly but under control as possible.""]","[]","[]","[]","wger"
"RJsFkK2","Hammercurls on Cable","[]","[""Arms""]","weight_reps","[""Biceps""]","[""Brachialis""]","[]","Take a cable in your hands (palms parallel, point to each other), the body is straight. Bend the arms and bring the weight up with a fast movement. Without any pause bring it back down with a slow, controlled movement, but don't stretch completely your arms. Don't swing your body during the exercise","[""Take a cable in your hands (palms parallel, point to each other), the body is straight. Bend the arms and bring the weight up with a fast movement. Without any pause bring it back down with a slow, controlled movement, but don't stretch completely your arms. Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.""]","[]","[]","[]","wger"
"NO0KqYM","Barbell Hip Thrust","[""Barbell""]","[""Glutes"", ""Legs""]","weight_reps","[""Glutes""]","[]","[""Barbell"", ""Barbell Hip Thrust""]","Sit on the ground with a bench behind you, bending your knees so your feet are planted on the ground and holding a barbell resting below your hips. If you have a padded bar, or anything you can slip in between the bar and your body, it will go a long way to making the exercise more comfortable.","[""Lean back against the bench so that your shoulders are resting upon it, stretch your arms out to either side using the bench as support."", ""Raise the weight by driving through your feet and extending your hips upwards. Support the weight with your shoulders and feet."", ""Sit on the ground with a bench behind you, bending your knees so your feet are planted on the ground and holding a barbell resting below your hips. If you have a padded bar, or anything you can slip in between the bar and your body, it will go a long way to making the exercise more comfortable."", ""Sit on the ground with a bench behind you. Have the barbell over your legs just above your hips."", ""Slowly extend as far as you can, and then slowly return to the starting position.""]","[]","[]","[]","wger,musclewiki"
"bmpvBVi","BUS DRIVERS","[]","[""Shoulders""]","weight_reps","[""Shoulders""]","[]","[]","Sitting with a Weight Plate, used as wheel, in both hands; raised slightly below eye level","[""Sitting with a Weight Plate, used as wheel, in both hands; raised slightly below eye level""]","[]","[]","[]","wger"
"zJGf9GQ","Hammercurls","[""Dumbbell""]","[""Arms""]","weight_reps","[""Biceps""]","[]","[]","Hold two dumbbells and sit on a bench with a straight back, the shoulders are slightly rolled backwards. Your pals point to your body. Bend the arms and bring the weight up with a fast movement. Don't rotate your hands, as with the curls. Without any pause bring the dumbbell down with a slow, contro","[""Hold two dumbbells and sit on a bench with a straight back, the shoulders are slightly rolled backwards. Your pals point to your body. Bend the arms and bring the weight up with a fast movement. Don't rotate your hands, as with the curls. Without any pause bring the dumbbell down with a slow, controlled movement. Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.""]","[]","[]","[]","wger"
"up0wK6c","Hand Grip","[]","[""Arms""]","weight_reps","[]","[]","[]","chrome Hand Flex Grip to build up forearms muscles","[""chrome Hand Flex Grip to build up forearms muscles""]","[]","[]","[]","wger"
"773iYga","Skullcrusher Dumbbells","[""Bench"", ""Dumbbell""]","[""Arms""]","weight_reps","[""Triceps""]","[]","[]","Hold the dumbbells and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch arms straight up and then lean dumbbells away from your toes to a 10-20 degree angle. Keep upper arm at this angle throughout exercise. Dumbbell shall not be amed at your head, but aw","[""Hold the dumbbells and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch arms straight up and then lean dumbbells away from your toes to a 10-20 degree angle. Keep upper arm at this angle throughout exercise. Dumbbell shall not be amed at your head, but away over your head. This will maximise gain from exercise with load on triceps all the time. Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move.""]","[]","[]","[]","wger"
"Q3PqEA3","Skullcrusher SZ-bar","[""Bench"", ""SZ-Bar""]","[""Arms""]","weight_reps","[""Triceps""]","[]","[]","Hold the SZ-bar and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch your arms with the bar and bend them so that the bar is lowered. Just before it touches your forehead, push it up. Pay attention to your elbows and arms: only the triceps are doing the w","[""Hold the SZ-bar and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch your arms with the bar and bend them so that the bar is lowered. Just before it touches your forehead, push it up. Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move.""]","[]","[]","[]","wger"
"QutZwmv","Hip Raise, Lying","[""none (bodyweight exercise)""]","[""Back""]","bodyweight","[]","[]","[]","Lying down on your back, with your feet flat on the floor. Raise your hips up evenly as high as you can and hold for as long as you can.","[""Lying down on your back, with your feet flat on the floor. Raise your hips up evenly as high as you can and hold for as long as you can.""]","[]","[]","[]","wger"
"TUTvR4l","Front Pull narrow","[""Barbell"", ""SZ-Bar""]","[""Back""]","weight_reps","[""Lats""]","[""Biceps"", ""Brachialis""]","[]","","[]","[]","[]","[]","wger"
"o1skL6v","Front pull wide","[""Barbell"", ""SZ-Bar""]","[""Back""]","weight_reps","[""Lats""]","[""Shoulders"", ""Biceps"", ""Brachialis""]","[]","","[]","[]","[]","[]","wger"
